word,corpus,freq
Citroën,fra_jsi_newsfeed_virt,10000
Clarisonic,fra_jsi_newsfeed_virt,133
Clearblue,fra_jsi_newsfeed_virt,55
Coca Cola,fra_jsi_newsfeed_virt,2534
Coco Pops,fra_jsi_newsfeed_virt,70
Cocotte-Minute,fra_jsi_newsfeed_virt,2364
Colgate,fra_jsi_newsfeed_virt,1829
Contrex,fra_jsi_newsfeed_virt,1104
Converse,fra_jsi_newsfeed_virt,9996
Corona,fra_jsi_newsfeed_virt,9979
Coton-tige,fra_jsi_newsfeed_virt,2414
Cracotte,fra_jsi_newsfeed_virt,97
Crayola,fra_jsi_newsfeed_virt,268
Cromalin,fra_jsi_newsfeed_virt,4
Cubitainer,fra_jsi_newsfeed_virt,207
Cutex,fra_jsi_newsfeed_virt,12
Danette,fra_jsi_newsfeed_virt,501
Danonino,fra_jsi_newsfeed_virt,114
Desigual,fra_jsi_newsfeed_virt,1057
Desperados,fra_jsi_newsfeed_virt,910
Dictaphone,fra_jsi_newsfeed_virt,1683
Digicode,fra_jsi_newsfeed_virt,1051
Dom Pérignon,fra_jsi_newsfeed_virt,905
Doritos,fra_jsi_newsfeed_virt,734
Dr Pepper,fra_jsi_newsfeed_virt,359
Duracell,fra_jsi_newsfeed_virt,639
Durex,fra_jsi_newsfeed_virt,714
Dymo,fra_jsi_newsfeed_virt,1481
Ebly,fra_jsi_newsfeed_virt,575
Elseve,fra_jsi_newsfeed_virt,51
Emporio Armani,fra_jsi_newsfeed_virt,720
Epilady,fra_jsi_newsfeed_virt,6
Escalator,fra_jsi_newsfeed_virt,3955
Esquimaux,fra_jsi_newsfeed_virt,711
Evian,fra_jsi_newsfeed_virt,9989
Excel,fra_jsi_newsfeed_virt,9997
Fairy,fra_jsi_newsfeed_virt,2037
Fanta,fra_jsi_newsfeed_virt,9995
Febreze,fra_jsi_newsfeed_virt,129
Fermeture Éclair,fra_jsi_newsfeed_virt,1917
Ferrero Rocher,fra_jsi_newsfeed_virt,352
Fiat,fra_jsi_newsfeed_virt,9995
Fibrociment,fra_jsi_newsfeed_virt,656
Ficello,fra_jsi_newsfeed_virt,41
Figolu,fra_jsi_newsfeed_virt,250
Fixodent,fra_jsi_newsfeed_virt,3
Fluimucil,fra_jsi_newsfeed_virt,42
Flunch,fra_jsi_newsfeed_virt,1435
Ford,fra_jsi_newsfeed_virt,9990
Foreo,fra_jsi_newsfeed_virt,216
Formica,fra_jsi_newsfeed_virt,1318
Freedent,fra_jsi_newsfeed_virt,63
Frigidaire,fra_jsi_newsfeed_virt,2109
Frisbee,fra_jsi_newsfeed_virt,2011
Frosties,fra_jsi_newsfeed_virt,95
Furby,fra_jsi_newsfeed_virt,199
Fuze Tea,fra_jsi_newsfeed_virt,79
Garnier,fra_jsi_newsfeed_virt,9992
Gatorade,fra_jsi_newsfeed_virt,679
Gavottes,fra_jsi_newsfeed_virt,371
Géant vert,fra_jsi_newsfeed_virt,1161
Gibson,fra_jsi_newsfeed_virt,9997
Gillette,fra_jsi_newsfeed_virt,2548
Giorgio Armani,fra_jsi_newsfeed_virt,2339
Gomina,fra_jsi_newsfeed_virt,601
Google,fra_jsi_newsfeed_virt,9965
Harley-Davidson,fra_jsi_newsfeed_virt,6217
Havaianas,fra_jsi_newsfeed_virt,389
Heineken,fra_jsi_newsfeed_virt,5246
Hépar,fra_jsi_newsfeed_virt,837
Hermès,fra_jsi_newsfeed_virt,10000
Honda,fra_jsi_newsfeed_virt,9985
Hot Wheels,fra_jsi_newsfeed_virt,789
Hula Hoop,fra_jsi_newsfeed_virt,308
Hunter,fra_jsi_newsfeed_virt,9991
Ibanez,fra_jsi_newsfeed_virt,3767
Infographie,fra_jsi_newsfeed_virt,9988
Intercités,fra_jsi_newsfeed_virt,10000
Invisalign,fra_jsi_newsfeed_virt,157
iPad,fra_jsi_newsfeed_virt,9997
Iphone,fra_jsi_newsfeed_virt,9998
Jacuzzi,fra_jsi_newsfeed_virt,5672
Jaguar,fra_jsi_newsfeed_virt,9990
Jeep,fra_jsi_newsfeed_virt,9998
Jimmy Choo,fra_jsi_newsfeed_virt,1363
Jordan,fra_jsi_newsfeed_virt,9999
JumboTron,fra_jsi_newsfeed_virt,28
K-Way,fra_jsi_newsfeed_virt,1061
Kärcher,fra_jsi_newsfeed_virt,1173
Kawasaki,fra_jsi_newsfeed_virt,9989
Kérosène,fra_jsi_newsfeed_virt,9974
Kinder,fra_jsi_newsfeed_virt,7799
Kinder Bueno,fra_jsi_newsfeed_virt,324
Kinder Schoko-Bons,fra_jsi_newsfeed_virt,17
Kinder Surprise,fra_jsi_newsfeed_virt,658
Kiri,fra_jsi_newsfeed_virt,9991
KitKat,fra_jsi_newsfeed_virt,2603
Klaxon,fra_jsi_newsfeed_virt,10000
Kleenex,fra_jsi_newsfeed_virt,1375
Knacki,fra_jsi_newsfeed_virt,372
Kodak,fra_jsi_newsfeed_virt,3968
Kub Or,fra_jsi_newsfeed_virt,18
Bouillon Kub,fra_jsi_newsfeed_virt,74
La Laitière,fra_jsi_newsfeed_virt,469
La Poste,fra_jsi_newsfeed_virt,10000
La vache qui rit,fra_jsi_newsfeed_virt,1064
Labello,fra_jsi_newsfeed_virt,298
Lacoste,fra_jsi_newsfeed_virt,9984
Lamborghini,fra_jsi_newsfeed_virt,9999
Land Rover,fra_jsi_newsfeed_virt,10000
Lego,fra_jsi_newsfeed_virt,9982
Leroy Merlin,fra_jsi_newsfeed_virt,4639
Linoleum,fra_jsi_newsfeed_virt,53
Lipton,fra_jsi_newsfeed_virt,1654
Listerine,fra_jsi_newsfeed_virt,100
Loctite,fra_jsi_newsfeed_virt,109
Loewe,fra_jsi_newsfeed_virt,1907
Longchamp,fra_jsi_newsfeed_virt,9749
Louis Vuitton,fra_jsi_newsfeed_virt,10000
Lycra,fra_jsi_newsfeed_virt,1489
Lyocell,fra_jsi_newsfeed_virt,149
MacBook,fra_jsi_newsfeed_virt,9996
Magnum,fra_jsi_newsfeed_virt,7434
Maizena,fra_jsi_newsfeed_virt,25
Malabar,fra_jsi_newsfeed_virt,1564
Manolo Blahnik,fra_jsi_newsfeed_virt,455
Marlboro,fra_jsi_newsfeed_virt,2936
Martini,fra_jsi_newsfeed_virt,9992
Mauser,fra_jsi_newsfeed_virt,407
Meccano,fra_jsi_newsfeed_virt,1230
Mentos,fra_jsi_newsfeed_virt,1104
Mercalm,fra_jsi_newsfeed_virt,56
Mercedes-Benz,fra_jsi_newsfeed_virt,9997
Mercurochrome,fra_jsi_newsfeed_virt,231
Michael Kors,fra_jsi_newsfeed_virt,2403
Michelin,fra_jsi_newsfeed_virt,9992
MINI,fra_jsi_newsfeed_virt,10000
Mir,fra_jsi_newsfeed_virt,7243
Mobylette,fra_jsi_newsfeed_virt,5276
Monopoly,fra_jsi_newsfeed_virt,6172
Montblanc,fra_jsi_newsfeed_virt,2547
Mousline,fra_jsi_newsfeed_virt,161
Moviola,fra_jsi_newsfeed_virt,35
Néoprène,fra_jsi_newsfeed_virt,1201
Nescafé,fra_jsi_newsfeed_virt,1286
Nespresso,fra_jsi_newsfeed_virt,7124
Nesquik,fra_jsi_newsfeed_virt,425
Nestea,fra_jsi_newsfeed_virt,270
Nestlé Nidal,fra_jsi_newsfeed_virt,2
New Balance,fra_jsi_newsfeed_virt,2267
Nike,fra_jsi_newsfeed_virt,9990
Nintendo,fra_jsi_newsfeed_virt,9991
Nivea,fra_jsi_newsfeed_virt,10000
Nocciolata,fra_jsi_newsfeed_virt,35
Nutella,fra_jsi_newsfeed_virt,8780
Nylon,fra_jsi_newsfeed_virt,5880
Oasis,fra_jsi_newsfeed_virt,9986
Orangina,fra_jsi_newsfeed_virt,1093
Oreo,fra_jsi_newsfeed_virt,8047
Orfidal,fra_jsi_newsfeed_virt,1
Pampers,fra_jsi_newsfeed_virt,1366
Panier de Yoplait,fra_jsi_newsfeed_virt,74
Pantene,fra_jsi_newsfeed_virt,364
Pattex,fra_jsi_newsfeed_virt,20
Pédalo,fra_jsi_newsfeed_virt,4009
Pepsi,fra_jsi_newsfeed_virt,9992
Perfecto,fra_jsi_newsfeed_virt,2188
Perle de lait,fra_jsi_newsfeed_virt,53
Perrier,fra_jsi_newsfeed_virt,9996
Persol,fra_jsi_newsfeed_virt,456
Pescanova,fra_jsi_newsfeed_virt,27
Petits Filous,fra_jsi_newsfeed_virt,98
Peugeot,fra_jsi_newsfeed_virt,9996
Philadelphia,fra_jsi_newsfeed_virt,5945
Photomaton,fra_jsi_newsfeed_virt,1499
Photoshop,fra_jsi_newsfeed_virt,9994
Picard,fra_jsi_newsfeed_virt,9978
Pilot,fra_jsi_newsfeed_virt,9999
Ping-Pong,fra_jsi_newsfeed_virt,9304
Pitch,fra_jsi_newsfeed_virt,9989
Placoplâtre,fra_jsi_newsfeed_virt,231
Playboy,fra_jsi_newsfeed_virt,7332
Playmobil,fra_jsi_newsfeed_virt,6215
PlayStation,fra_jsi_newsfeed_virt,9989
Plexiglas,fra_jsi_newsfeed_virt,10000
Pliz,fra_jsi_newsfeed_virt,354
Pokémon,fra_jsi_newsfeed_virt,10000
Polaroid,fra_jsi_newsfeed_virt,3031
Polo,fra_jsi_newsfeed_virt,9997
Post-it,fra_jsi_newsfeed_virt,3530
Power Point,fra_jsi_newsfeed_virt,786
Powerade,fra_jsi_newsfeed_virt,248
Primpéran,fra_jsi_newsfeed_virt,38
Prince,fra_jsi_newsfeed_virt,9997
Pringles,fra_jsi_newsfeed_virt,400
PSP,fra_jsi_newsfeed_virt,5220
Ralph Lauren,fra_jsi_newsfeed_virt,3633
RATP,fra_jsi_newsfeed_virt,9988
Ray-Ban,fra_jsi_newsfeed_virt,1094
Reebok,fra_jsi_newsfeed_virt,2379
Reflex,fra_jsi_newsfeed_virt,9938
Renault,fra_jsi_newsfeed_virt,9995
Rexona,fra_jsi_newsfeed_virt,130
Ricard,fra_jsi_newsfeed_virt,9996
Rice Krispies,fra_jsi_newsfeed_virt,159
Ricola,fra_jsi_newsfeed_virt,9995
Rimmel,fra_jsi_newsfeed_virt,719
Ripolin,fra_jsi_newsfeed_virt,1084
Ritz,fra_jsi_newsfeed_virt,9998
Roaccutane,fra_jsi_newsfeed_virt,148
Roca,fra_jsi_newsfeed_virt,9998
Rolex,fra_jsi_newsfeed_virt,10000
Rollerblade,fra_jsi_newsfeed_virt,39
Rolls-Royce,fra_jsi_newsfeed_virt,9999
Rosa Clará,fra_jsi_newsfeed_virt,34
Rotring,fra_jsi_newsfeed_virt,76
Rubalise,fra_jsi_newsfeed_virt,1367
Saab,fra_jsi_newsfeed_virt,6864
Sanisette,fra_jsi_newsfeed_virt,579
Sanytol,fra_jsi_newsfeed_virt,43
Scalextric,fra_jsi_newsfeed_virt,32
Scotch,fra_jsi_newsfeed_virt,10000
Scottex,fra_jsi_newsfeed_virt,9
Seat,fra_jsi_newsfeed_virt,9992
Sensodyne,fra_jsi_newsfeed_virt,50
Sephora,fra_jsi_newsfeed_virt,7994
Silestone,fra_jsi_newsfeed_virt,12
Silk-épil,fra_jsi_newsfeed_virt,31
Skechers,fra_jsi_newsfeed_virt,414
Skype,fra_jsi_newsfeed_virt,9995
Smart,fra_jsi_newsfeed_virt,9990
SNCF,fra_jsi_newsfeed_virt,9975
Sodexo,fra_jsi_newsfeed_virt,9995
Soignon,fra_jsi_newsfeed_virt,889
Sonotone,fra_jsi_newsfeed_virt,277
Sopalin,fra_jsi_newsfeed_virt,427
Special K,fra_jsi_newsfeed_virt,153
Spontex,fra_jsi_newsfeed_virt,266
Sprite,fra_jsi_newsfeed_virt,1415
St Môret,fra_jsi_newsfeed_virt,40
Stabilo,fra_jsi_newsfeed_virt,543
Stan Smith,fra_jsi_newsfeed_virt,1367
Starbucks,fra_jsi_newsfeed_virt,9986
Strepsils,fra_jsi_newsfeed_virt,86
Suchard,fra_jsi_newsfeed_virt,326
Sugus,fra_jsi_newsfeed_virt,77
Sunny Delight,fra_jsi_newsfeed_virt,12
Superglue,fra_jsi_newsfeed_virt,40
Suzuki,fra_jsi_newsfeed_virt,9991
Swaroski,fra_jsi_newsfeed_virt,27
Taillefine,fra_jsi_newsfeed_virt,103
Tamagotchi,fra_jsi_newsfeed_virt,1124
Tampax,fra_jsi_newsfeed_virt,415
Taser,fra_jsi_newsfeed_virt,8721
Teflon,fra_jsi_newsfeed_virt,374
Tena,fra_jsi_newsfeed_virt,9998
Tencel,fra_jsi_newsfeed_virt,345
Tetra Brik,fra_jsi_newsfeed_virt,10
Tetra Pak,fra_jsi_newsfeed_virt,786
Texto,fra_jsi_newsfeed_virt,9997
TGV,fra_jsi_newsfeed_virt,10000
Thermomix,fra_jsi_newsfeed_virt,2771
Thermos,fra_jsi_newsfeed_virt,9999
Tipp-ex,fra_jsi_newsfeed_virt,120
Toblerone,fra_jsi_newsfeed_virt,655
Tommy Hilfiger,fra_jsi_newsfeed_virt,2779
Tourtel Twist,fra_jsi_newsfeed_virt,51
Tous,fra_jsi_newsfeed_virt,9997
Toyota,fra_jsi_newsfeed_virt,9993
Trésor,fra_jsi_newsfeed_virt,10000
TUC,fra_jsi_newsfeed_virt,1329
Tupperware,fra_jsi_newsfeed_virt,1969
Turmix,fra_jsi_newsfeed_virt,7
Twix,fra_jsi_newsfeed_virt,385
Uber,fra_jsi_newsfeed_virt,9993
Ugg,fra_jsi_newsfeed_virt,673
Uno,fra_jsi_newsfeed_virt,3053
Valentino,fra_jsi_newsfeed_virt,9999
Valium,fra_jsi_newsfeed_virt,1052
Vanish,fra_jsi_newsfeed_virt,919
Vans,fra_jsi_newsfeed_virt,9992
Vaseline,fra_jsi_newsfeed_virt,1112
Velcro,fra_jsi_newsfeed_virt,1139
Velux,fra_jsi_newsfeed_virt,1324
Ventoline,fra_jsi_newsfeed_virt,682
Versace,fra_jsi_newsfeed_virt,7295
Vespa,fra_jsi_newsfeed_virt,5004
Viagra,fra_jsi_newsfeed_virt,4845
Vicks Vaporub,fra_jsi_newsfeed_virt,97
Victoria,fra_jsi_newsfeed_virt,9996
Visa,fra_jsi_newsfeed_virt,9998
Volkswagen,fra_jsi_newsfeed_virt,9996
Voll-Damm,fra_jsi_newsfeed_virt,3
Voltaren,fra_jsi_newsfeed_virt,121
Volvic,fra_jsi_newsfeed_virt,4629
Volvo,fra_jsi_newsfeed_virt,9988
Walkman,fra_jsi_newsfeed_virt,1605
Whatsapp,fra_jsi_newsfeed_virt,9993
Whiskas,fra_jsi_newsfeed_virt,228
Wifi,fra_jsi_newsfeed_virt,9993
Wii,fra_jsi_newsfeed_virt,10000
Word,fra_jsi_newsfeed_virt,9740
Yamaha,fra_jsi_newsfeed_virt,9988
Yop,fra_jsi_newsfeed_virt,358
Yoplait,fra_jsi_newsfeed_virt,1183
Yves Rocher,fra_jsi_newsfeed_virt,2971
Yves Saint Laurent,fra_jsi_newsfeed_virt,9011
Zamboni,fra_jsi_newsfeed_virt,645
Zodiac,fra_jsi_newsfeed_virt,9994
Aftersun,fra_jsi_newsfeed_virt,4
Air Wick,fra_jsi_newsfeed_virt,56
Alcampo,fra_jsi_newsfeed_virt,13
Alhambra,fra_jsi_newsfeed_virt,3077
Alpino,fra_jsi_newsfeed_virt,89
Ambipur,fra_jsi_newsfeed_virt,2
Amstel,fra_jsi_newsfeed_virt,6071
Aquarius,fra_jsi_newsfeed_virt,9981
Aspirina,fra_jsi_newsfeed_virt,2
Axe,fra_jsi_newsfeed_virt,7258
Bimbo,fra_jsi_newsfeed_virt,8210
Binaca,fra_jsi_newsfeed_virt,30
Bonoloto,fra_jsi_newsfeed_virt,2
Bricor,fra_jsi_newsfeed_virt,1289
Budweiser,fra_jsi_newsfeed_virt,2107
Burofax,fra_jsi_newsfeed_virt,478
Cabify,fra_jsi_newsfeed_virt,186
Cacaolat,fra_jsi_newsfeed_virt,1
Climalit,fra_jsi_newsfeed_virt,15
ColaCao,fra_jsi_newsfeed_virt,1
Conguitos,fra_jsi_newsfeed_virt,43
Coronita,fra_jsi_newsfeed_virt,5
Cruzcampo,fra_jsi_newsfeed_virt,12
Cucal,fra_jsi_newsfeed_virt,25
Dalsy,fra_jsi_newsfeed_virt,6
Damm,fra_jsi_newsfeed_virt,10000
Danet,fra_jsi_newsfeed_virt,1952
Dodot,fra_jsi_newsfeed_virt,22
Don Limpio,fra_jsi_newsfeed_virt,7
Donuts,fra_jsi_newsfeed_virt,2239
El Corte Inglés,fra_jsi_newsfeed_virt,155
Elvive,fra_jsi_newsfeed_virt,27
Estrella Damm,fra_jsi_newsfeed_virt,46
Estrella Galicia,fra_jsi_newsfeed_virt,116
Fagor,fra_jsi_newsfeed_virt,1311
Filipinos,fra_jsi_newsfeed_virt,39
Fixo,fra_jsi_newsfeed_virt,1832
Flora,fra_jsi_newsfeed_virt,9993
Flumil,fra_jsi_newsfeed_virt,3
Frenadol,fra_jsi_newsfeed_virt,1
Futbolín,fra_jsi_newsfeed_virt,3
Gallina Blanca,fra_jsi_newsfeed_virt,10
Gulas,fra_jsi_newsfeed_virt,218
Hacendado,fra_jsi_newsfeed_virt,2
Hipercor,fra_jsi_newsfeed_virt,15
Iniston,fra_jsi_newsfeed_virt,10
Juanola,fra_jsi_newsfeed_virt,73
Kas,fra_jsi_newsfeed_virt,2536
Kinder Sorpresa,fra_jsi_newsfeed_virt,2
Krave,fra_jsi_newsfeed_virt,560
La Casera,fra_jsi_newsfeed_virt,6
La Liga,fra_jsi_newsfeed_virt,10000
La Primitiva,fra_jsi_newsfeed_virt,4
La Quiniela,fra_jsi_newsfeed_virt,2
La vaca que ríe,fra_jsi_newsfeed_virt,2
Lagarto,fra_jsi_newsfeed_virt,87
Mahou,fra_jsi_newsfeed_virt,4555
Manley,fra_jsi_newsfeed_virt,1511
Melia,fra_jsi_newsfeed_virt,9863
Mercadona,fra_jsi_newsfeed_virt,71
Meyba,fra_jsi_newsfeed_virt,6
Micolor,fra_jsi_newsfeed_virt,51
Mistol,fra_jsi_newsfeed_virt,7
Nancy,fra_jsi_newsfeed_virt,9997
Nenuco,fra_jsi_newsfeed_virt,74
Nocilla,fra_jsi_newsfeed_virt,10
Orbit,fra_jsi_newsfeed_virt,9997
Oscar Mayer,fra_jsi_newsfeed_virt,98
Pato,fra_jsi_newsfeed_virt,9998
Pikolin,fra_jsi_newsfeed_virt,14
Pikolinos,fra_jsi_newsfeed_virt,2
Pinypon,fra_jsi_newsfeed_virt,2
Pladur,fra_jsi_newsfeed_virt,7
Plastidecor,fra_jsi_newsfeed_virt,1
Plastilina,fra_jsi_newsfeed_virt,2
Primperan,fra_jsi_newsfeed_virt,22
Príncipe,fra_jsi_newsfeed_virt,624
Pronto,fra_jsi_newsfeed_virt,528
Renfe,fra_jsi_newsfeed_virt,9999
Revilla,fra_jsi_newsfeed_virt,1170
San Miguel,fra_jsi_newsfeed_virt,909
Sellotape,fra_jsi_newsfeed_virt,23
Sicor,fra_jsi_newsfeed_virt,524
Solano,fra_jsi_newsfeed_virt,1482
Supercor,fra_jsi_newsfeed_virt,282
Talgo,fra_jsi_newsfeed_virt,281
TBO,fra_jsi_newsfeed_virt,118
Telefónica,fra_jsi_newsfeed_virt,1193
Trident,fra_jsi_newsfeed_virt,9998
Uralita,fra_jsi_newsfeed_virt,14
Vaselina,fra_jsi_newsfeed_virt,6
Ventolin,fra_jsi_newsfeed_virt,794
Viakal,fra_jsi_newsfeed_virt,2
Voltadol,fra_jsi_newsfeed_virt,1
Wamba,fra_jsi_newsfeed_virt,6848
Abribus,spa_jsi_newsfeed_virt,2
Absolut,spa_jsi_newsfeed_virt,10000
Actimel,spa_jsi_newsfeed_virt,394
Activia,spa_jsi_newsfeed_virt,1037
Adidas,spa_jsi_newsfeed_virt,9999
Adolfo Domínguez,spa_jsi_newsfeed_virt,5274
After Eight,spa_jsi_newsfeed_virt,72
Airbnb,spa_jsi_newsfeed_virt,9992
Airbus,spa_jsi_newsfeed_virt,9995
AirPods,spa_jsi_newsfeed_virt,9998
AirWick,spa_jsi_newsfeed_virt,10
Aixam,spa_jsi_newsfeed_virt,632
Ajax,spa_jsi_newsfeed_virt,9999
Albal,spa_jsi_newsfeed_virt,9999
Alexander McQueen,spa_jsi_newsfeed_virt,3552
Alfa Romeo,spa_jsi_newsfeed_virt,10000
All-Bran,spa_jsi_newsfeed_virt,35
Antikal,spa_jsi_newsfeed_virt,167
Aquafresh,spa_jsi_newsfeed_virt,17
Asics,spa_jsi_newsfeed_virt,5462
Aspirine,spa_jsi_newsfeed_virt,206
Aston Martin,spa_jsi_newsfeed_virt,10000
Auchan,spa_jsi_newsfeed_virt,2840
Audi,spa_jsi_newsfeed_virt,10000
BABY born,spa_jsi_newsfeed_virt,65
Babybel,spa_jsi_newsfeed_virt,106
Bacardí,spa_jsi_newsfeed_virt,3043
Badoit,spa_jsi_newsfeed_virt,3
Balenciaga,spa_jsi_newsfeed_virt,9902
Ballantine's,spa_jsi_newsfeed_virt,403
Balmain,spa_jsi_newsfeed_virt,3809
Banania,spa_jsi_newsfeed_virt,24
Barbie,spa_jsi_newsfeed_virt,9999
Bateaux-Mouches,spa_jsi_newsfeed_virt,17
Beautyblender,spa_jsi_newsfeed_virt,21
Bentley,spa_jsi_newsfeed_virt,9998
Betadine,spa_jsi_newsfeed_virt,364
Biafine,spa_jsi_newsfeed_virt,6
Bic,spa_jsi_newsfeed_virt,10000
Bisolvon,spa_jsi_newsfeed_virt,41
Blablacar,spa_jsi_newsfeed_virt,5972
BMW,spa_jsi_newsfeed_virt,10000
BN,spa_jsi_newsfeed_virt,4113
Ace,spa_jsi_newsfeed_virt,10000
Botox,spa_jsi_newsfeed_virt,7906
Bounty,spa_jsi_newsfeed_virt,1745
Boursin,spa_jsi_newsfeed_virt,106
Brita,spa_jsi_newsfeed_virt,9987
Buckler,spa_jsi_newsfeed_virt,204
Bud,spa_jsi_newsfeed_virt,6986
Bugatti,spa_jsi_newsfeed_virt,9999
Burberry,spa_jsi_newsfeed_virt,6316
Bvlgari,spa_jsi_newsfeed_virt,1653
Caddie,spa_jsi_newsfeed_virt,3456
Cadillac,spa_jsi_newsfeed_virt,9974
Calgon,spa_jsi_newsfeed_virt,54
Calvin Klein,spa_jsi_newsfeed_virt,7877
Camel,spa_jsi_newsfeed_virt,9999
Camper,spa_jsi_newsfeed_virt,9999
Campingaz,spa_jsi_newsfeed_virt,60
Canson,spa_jsi_newsfeed_virt,731
Caprice des Dieux,spa_jsi_newsfeed_virt,22
Carambar,spa_jsi_newsfeed_virt,13
Carioca,spa_jsi_newsfeed_virt,10000
Carolina Herrera,spa_jsi_newsfeed_virt,10000
Carrera,spa_jsi_newsfeed_virt,9997
Casio,spa_jsi_newsfeed_virt,10000
Catisfactions,spa_jsi_newsfeed_virt,2
Cello-tape,spa_jsi_newsfeed_virt,2
Cellophane,spa_jsi_newsfeed_virt,241
Chamallows,spa_jsi_newsfeed_virt,1
Chanel,spa_jsi_newsfeed_virt,10000
Chevrolet,spa_jsi_newsfeed_virt,9999
Chips ahoy,spa_jsi_newsfeed_virt,172
Chloé,spa_jsi_newsfeed_virt,5437
Chocapic,spa_jsi_newsfeed_virt,113
Christian Louboutin,spa_jsi_newsfeed_virt,1500
Chrysler,spa_jsi_newsfeed_virt,10000
Chupachups,spa_jsi_newsfeed_virt,239
Cillit Bang,spa_jsi_newsfeed_virt,35
Citroën,spa_jsi_newsfeed_virt,10000
Clarisonic,spa_jsi_newsfeed_virt,76
